name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage (km/l),engine (cc),max_power (bhp),seats,brand_name,model_name
Honda City i-VTEC VX,2017,850000,40000,Petrol,Individual,Manual,First,17.4,1497.0,117.6,5.0,Honda,City i-VTEC VX
Honda Mobilio V i DTEC,2014,600000,40000,Diesel,Individual,Manual,Second,24.2,1498.0,98.6,7.0,Honda,Mobilio V i DTEC
Mahindra TUV 300 T8,2017,700000,40000,Diesel,Individual,Manual,First,18.49,1493.0,100.0,7.0,Mahindra,TUV 300 T8
Chevrolet Beat LS,2013,200000,70000,Petrol,Individual,Manual,First,18.6,1199.0,79.4,5.0,Chevrolet,Beat LS
Hyundai Creta 1.6 CRDi SX,2016,900000,110000,Diesel,Individual,Manual,First,19.67,1582.0,126.2,5.0,Hyundai,Creta 1.6 CRDi SX
Maruti Alto K10 VXI,2014,220000,100000,Petrol,Individual,Manual,First,23.95,998.0,67.05,5.0,Maruti,Alto K10 VXI
Hyundai Grand i10 1.2 Kappa Sportz AT,2018,650000,10000,Petrol,Individual,Automatic,Second,18.9,1197.0,81.86,5.0,Hyundai,Grand i10 1.2 Kappa Sportz AT
Toyota Fortuner 2.8 4WD AT BSIV,2017,3100000,70000,Diesel,Individual,Automatic,First,15.04,2755.0,174.5,7.0,Toyota,Fortuner 2.8 4WD AT BSIV
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2016,1500000,100600,Diesel,Individual,Manual,Second,13.68,2393.0,147.8,8.0,Toyota,Innova Crysta 2.4 VX MT 8S BSIV
BMW X3 xDrive20d,2012,1800000,50000,Diesel,Individual,Automatic,First,16.09,1995.0,184.0,5.0,BMW,X3 xDrive20d
Mahindra XUV500 W8 4WD,2014,800000,136000,Diesel,Individual,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 4WD
Mercedes-Benz GLA Class 200 CDI SPORT,2017,2100000,48000,Diesel,Individual,Automatic,Second,17.9,2143.0,136.0,5.0,Mercedes-Benz,GLA Class 200 CDI SPORT
Ford Fiesta 1.4 ZXi TDCi LE,2010,250000,110000,Diesel,Individual,Manual,Third,17.8,1399.0,68.0,5.0,Ford,Fiesta 1.4 ZXi TDCi LE
Renault Duster 110PS Diesel RxZ,2012,550000,86000,Diesel,Individual,Manual,First,19.01,1461.0,108.45,5.0,Renault,Duster 110PS Diesel RxZ
Maruti Alto LXi,2009,125000,141000,Petrol,Individual,Manual,Second,19.7,796.0,46.3,5.0,Maruti,Alto LXi
Honda City 1.5 S MT,2011,450000,80000,Petrol,Individual,Manual,Third,17.0,1497.0,118.0,5.0,Honda,City 1.5 S MT
Mahindra XUV500 W10 2WD,2015,850000,140000,Diesel,Individual,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500 W10 2WD
Maruti Swift Dzire ZDI,2014,459999,65000,Diesel,Individual,Manual,Second,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire ZDI
Maruti Swift Dzire VDI,2014,434999,110000,Diesel,Individual,Manual,Second,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Tata Indigo LX,2008,120000,100000,Diesel,Individual,Manual,Second,17.0,1405.0,70.0,5.0,Tata,Indigo LX
Maruti Swift VDI Optional,2015,600000,80000,Diesel,Individual,Manual,First,25.2,1248.0,74.0,5.0,Maruti,Swift VDI Optional
Maruti Wagon R VXI BS IV,2008,135000,90000,Petrol,Individual,Manual,Second,18.9,998.0,67.1,5.0,Maruti,Wagon R VXI BS IV
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2016,780000,35000,Diesel,Individual,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20 2015-2017 Asta Option 1.4 CRDi
Maruti Alto LXi BSIII,2008,100000,195000,Petrol,Individual,Manual,Second,19.7,796.0,46.3,5.0,Maruti,Alto LXi BSIII
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,650000,60000,Diesel,Individual,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20 2015-2017 Sportz 1.4 CRDi
Maruti 800 AC,2004,50000,50000,Petrol,Individual,Manual,First,16.1,796.0,37.0,4.0,Maruti,800 AC
Hyundai Verna 1.6 VGT CRDi,2012,425000,100000,Diesel,Individual,Manual,Second,22.32,1582.0,126.32,5.0,Hyundai,Verna 1.6 VGT CRDi
Fiat Linea 1.3 Multijet Emotion,2015,500000,70000,Diesel,Individual,Manual,First,20.4,1248.0,91.7,5.0,Fiat,Linea 1.3 Multijet Emotion
Maruti Swift VDI BSIV,2017,590000,30000,Diesel,Individual,Manual,First,25.2,1248.0,74.0,5.0,Maruti,Swift VDI BSIV
Maruti Celerio ZXI,2016,459999,27000,Petrol,Individual,Manual,First,23.1,998.0,67.04,5.0,Maruti,Celerio ZXI
Maruti Swift ZXI Plus,2020,578000,5000,Petrol,Individual,Manual,First,21.21,1197.0,81.8,5.0,Maruti,Swift ZXI Plus
Maruti Ertiga VDI,2012,550000,110000,Diesel,Individual,Manual,Second,20.77,1248.0,88.76,7.0,Maruti,Ertiga VDI
Honda City Corporate Edition,2013,465000,80000,Petrol,Individual,Manual,Second,16.8,1497.0,116.3,5.0,Honda,City Corporate Edition
Mahindra Bolero Power Plus ZLX,2018,890000,80000,Diesel,Individual,Manual,First,16.5,1493.0,70.0,7.0,Mahindra,Bolero Power Plus ZLX
Mahindra Verito 1.5 D6 BSIII,2014,250000,110000,Diesel,Individual,Manual,First,20.8,1461.0,65.0,5.0,Mahindra,Verito 1.5 D6 BSIII
Maruti Swift Dzire VDI,2015,615000,60000,Diesel,Individual,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Maruti Ertiga ZDI,2014,684000,60000,Diesel,Individual,Manual,Second,20.77,1248.0,88.8,7.0,Maruti,Ertiga ZDI
Maruti Ertiga ZDI,2014,680000,64000,Diesel,Individual,Manual,Second,20.77,1248.0,88.8,7.0,Maruti,Ertiga ZDI
Renault Duster 85PS Diesel RxE,2014,500000,120000,Diesel,Individual,Manual,First,20.45,1461.0,83.8,5.0,Renault,Duster 85PS Diesel RxE
Renault Duster 85PS Diesel RxE,2014,520000,120000,Diesel,Individual,Manual,First,20.45,1461.0,83.8,5.0,Renault,Duster 85PS Diesel RxE
Ford Freestyle Trend Diesel BSIV,2018,675000,60000,Diesel,Individual,Manual,First,24.4,1498.0,98.63,5.0,Ford,Freestyle Trend Diesel BSIV
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2011,1350000,81500,Diesel,Individual,Automatic,Second,14.84,2143.0,167.62,5.0,Mercedes-Benz,New C-Class C 220 CDI BE Avantgare
Mercedes-Benz New C-Class 250 CDI Classic,2011,1350000,80000,Diesel,Individual,Automatic,First,15.8,2148.0,170.0,5.0,Mercedes-Benz,New C-Class 250 CDI Classic
Mahindra XUV300 W8 Option Diesel BSIV,2019,1200000,15000,Diesel,Individual,Manual,First,20.0,1497.0,115.0,5.0,Mahindra,XUV300 W8 Option Diesel BSIV
Maruti Swift Dzire Vdi BSIV,2011,265000,60000,Diesel,Individual,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift Dzire Vdi BSIV
Volkswagen Polo 1.2 MPI Comfortline,2016,395000,40000,Petrol,Individual,Manual,Second,16.2,1199.0,74.0,5.0,Volkswagen,Polo 1.2 MPI Comfortline
Volkswagen Polo 1.2 MPI Comfortline,2016,385000,40000,Petrol,Individual,Manual,Second,16.2,1199.0,74.0,5.0,Volkswagen,Polo 1.2 MPI Comfortline
Maruti Wagon R LXI Minor,2009,142000,70000,Petrol,Individual,Manual,Second,18.9,1061.0,67.0,5.0,Maruti,Wagon R LXI Minor
Hyundai i10 Era,2009,160000,35000,Petrol,Individual,Manual,First,19.81,1086.0,68.05,5.0,Hyundai,i10 Era
Tata Indigo CS LX (TDI) BS III,2012,180000,50000,Diesel,Individual,Manual,Third,19.09,1396.0,69.0,5.0,Tata,Indigo CS LX (TDI) BS III
Ford Figo Titanium Blu,2019,700000,3177,Petrol,Dealer,Manual,First,18.5,1194.0,94.93,5.0,Ford,Figo Titanium Blu
Hyundai Grand i10 Magna,2015,400000,39414,Petrol,Dealer,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand i10 Magna
Tata Indica V2 GLX BSIII,2012,200000,30078,Petrol,Dealer,Manual,First,15.3,1396.0,70.0,5.0,Tata,Indica V2 GLX BSIII
Hyundai EON Magna Plus Option,2012,250000,44588,Petrol,Dealer,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON Magna Plus Option
Maruti Celerio ZXI,2015,400000,49907,Petrol,Dealer,Manual,First,21.63,998.0,67.04,5.0,Maruti,Celerio ZXI
Maruti Swift VXI,2013,371000,67082,Petrol,Dealer,Manual,Second,21.21,1197.0,81.8,5.0,Maruti,Swift VXI
Ford EcoSport 1.5 Diesel Titanium BSIV,2016,570000,112879,Diesel,Dealer,Manual,Second,23.0,1498.0,98.96,5.0,Ford,EcoSport 1.5 Diesel Titanium BSIV
Honda Brio S MT,2013,300000,80000,Petrol,Individual,Manual,Second,19.4,1198.0,86.8,5.0,Honda,Brio S MT
Hyundai i20 1.2 Asta,2017,620000,25000,Petrol,Individual,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 1.2 Asta
Honda City i-VTEC V,2018,949000,10200,Petrol,Individual,Manual,First,17.4,1497.0,117.6,5.0,Honda,City i-VTEC V
Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018,750000,60000,Diesel,Individual,Manual,First,16.5,1493.0,70.0,7.0,Mahindra,Bolero 2011-2019 mHAWK D70 ZLX
Maruti Celerio VXI,2017,350000,20000,Petrol,Individual,Manual,Second,23.1,998.0,67.04,5.0,Maruti,Celerio VXI
Mahindra XUV500 W10 2WD,2017,1250000,60000,Diesel,Individual,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500 W10 2WD
Renault KWID 1.0,2016,270000,30000,Petrol,Individual,Manual,Third,23.01,999.0,67.0,5.0,Renault,KWID 1.0
Hyundai EON Magna Plus,2013,235000,40000,Petrol,Individual,Manual,Second,21.1,814.0,55.2,5.0,Hyundai,EON Magna Plus
Maruti Swift VXI Optional,2016,500000,60000,Petrol,Individual,Manual,First,20.4,1197.0,81.8,5.0,Maruti,Swift VXI Optional
Maruti Alto LXi,2012,220000,111000,Petrol,Individual,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto LXi
Maruti Swift Dzire LDIX Limited Edition,2014,380000,70000,Diesel,Individual,Manual,Second,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire LDIX Limited Edition
Maruti Alto K10 2010-2014 VXI,2010,160000,100000,Petrol,Individual,Manual,Third,20.92,998.0,67.1,5.0,Maruti,Alto K10 2010-2014 VXI
Hyundai EON 1.0 Era Plus,2017,339000,25000,Petrol,Individual,Manual,First,20.3,998.0,68.05,5.0,Hyundai,EON 1.0 Era Plus
Ford Fiesta Classic 1.6 Duratec CLXI,2011,229999,100000,Petrol,Individual,Manual,First,15.3,1596.0,99.6,5.0,Ford,Fiesta Classic 1.6 Duratec CLXI
Mahindra KUV 100 mFALCON D75 K2 Plus,2016,400000,35000,Diesel,Individual,Manual,First,25.32,1198.0,77.0,6.0,Mahindra,KUV 100 mFALCON D75 K2 Plus
Hyundai Xcent 1.2 CRDi E Plus,2018,470000,25000,Diesel,Individual,Manual,First,25.4,1186.0,73.97,5.0,Hyundai,Xcent 1.2 CRDi E Plus
Maruti 800 Std,2003,45000,58000,Petrol,Individual,Manual,First,16.1,796.0,37.0,4.0,Maruti,800 Std
Ford Aspire Titanium BSIV,2019,575000,20000,Petrol,Individual,Manual,First,19.4,1194.0,94.93,5.0,Ford,Aspire Titanium BSIV
Datsun RediGO SV 1.0,2019,325000,1300,Petrol,Individual,Manual,First,22.5,999.0,67.0,5.0,Datsun,RediGO SV 1.0
Maruti 800 AC,1997,50000,120000,Petrol,Individual,Manual,Second,16.1,796.0,37.0,4.0,Maruti,800 AC
Maruti Wagon R VXI BS IV,2014,350000,15000,Petrol,Individual,Manual,First,20.51,998.0,67.04,5.0,Maruti,Wagon R VXI BS IV
Renault KWID RXT Optional,2016,300000,25000,Petrol,Individual,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID RXT Optional
Nissan Terrano XL 110 PS,2014,540000,150000,Diesel,Individual,Manual,First,19.01,1461.0,108.5,5.0,Nissan,Terrano XL 110 PS
Maruti Celerio ZXI Optional MT BSIV,2018,580000,10000,Petrol,Individual,Manual,First,23.1,998.0,67.04,5.0,Maruti,Celerio ZXI Optional MT BSIV
Hyundai Creta 1.6 CRDi SX Option,2015,1000000,70000,Diesel,Individual,Manual,First,19.67,1582.0,126.2,5.0,Hyundai,Creta 1.6 CRDi SX Option
Tata Zest Quadrajet 1.3 75PS XM,2017,459999,80000,Diesel,Individual,Manual,First,22.95,1248.0,74.0,5.0,Tata,Zest Quadrajet 1.3 75PS XM
Maruti Swift VDI BSIV,2015,635000,50000,Diesel,Individual,Manual,First,25.2,1248.0,74.0,5.0,Maruti,Swift VDI BSIV
Hyundai Verna 1.6 SX,2014,650000,83000,Diesel,Individual,Manual,Third,22.32,1582.0,126.32,5.0,Hyundai,Verna 1.6 SX
Maruti Swift Dzire VDI,2013,525000,116000,Diesel,Individual,Manual,Second,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Fiat Grande Punto EVO 1.2 Dynamic,2015,350000,60000,Petrol,Individual,Manual,Third,15.8,1172.0,67.1,5.0,Fiat,Grande Punto EVO 1.2 Dynamic
Maruti Swift Dzire ZDi,2008,320000,175802,Diesel,Individual,Manual,Third,19.3,1248.0,73.9,5.0,Maruti,Swift Dzire ZDi
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,450000,192000,Diesel,Individual,Manual,Fourth & Above,12.8,2494.0,102.0,8.0,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV
Volkswagen Vento Petrol Trendline,2011,227000,73840,Petrol,Individual,Manual,First,15.04,1598.0,103.6,5.0,Volkswagen,Vento Petrol Trendline
Mahindra Bolero DI DX 8 Seater,2011,325000,162000,Diesel,Individual,Manual,Second,13.6,2523.0,63.0,8.0,Mahindra,Bolero DI DX 8 Seater
Datsun RediGO AMT 1.0 S,2018,275000,20000,Petrol,Individual,Automatic,First,23.0,999.0,67.0,5.0,Datsun,RediGO AMT 1.0 S
Hyundai Grand i10 Magna,2013,300000,75000,Petrol,Individual,Manual,Third,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Magna
Mahindra Scorpio SLE BSIII,2011,400000,320000,Diesel,Individual,Manual,Third,12.05,2179.0,120.0,8.0,Mahindra,Scorpio SLE BSIII
Volkswagen Vento 1.5 TDI Highline,2015,550000,120000,Diesel,Individual,Manual,Second,20.34,1498.0,103.2,5.0,Volkswagen,Vento 1.5 TDI Highline
Skoda Rapid Monte Carlo 1.5 TDI AT BSIV,2017,900000,40000,Diesel,Individual,Automatic,First,21.66,1498.0,108.6,5.0,Skoda,Rapid Monte Carlo 1.5 TDI AT BSIV
Maruti Alto LXi BSIII,2010,165000,20000,Petrol,Individual,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto LXi BSIII
Hyundai EON Magna Plus,2014,210000,70000,Petrol,Individual,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON Magna Plus
Renault Duster 110PS Diesel RxL Explore,2016,650000,30000,Diesel,Individual,Manual,First,19.64,1461.0,108.45,5.0,Renault,Duster 110PS Diesel RxL Explore
Mahindra XUV500 W8 2WD,2014,680000,120000,Diesel,Individual,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 2WD
Renault KWID 1.0 RXT BSIV,2019,390000,25000,Petrol,Individual,Manual,First,23.01,999.0,67.0,5.0,Renault,KWID 1.0 RXT BSIV
Renault KWID RXL,2016,260000,80000,Petrol,Individual,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID RXL
Maruti Swift Dzire VXI,2013,450000,67000,Petrol,Individual,Manual,First,19.1,1197.0,85.8,5.0,Maruti,Swift Dzire VXI
Hyundai i10 Era,2008,130000,120000,Petrol,Individual,Manual,Second,19.81,1086.0,68.05,5.0,Hyundai,i10 Era
Maruti Vitara Brezza ZDi,2019,890000,9000,Diesel,Individual,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza ZDi
Toyota Land Cruiser Prado VX L,2014,3500000,60000,Diesel,Individual,Automatic,First,11.0,2982.0,170.3,7.0,Toyota,Land Cruiser Prado VX L
Honda City i DTEC VX,2014,750000,80000,Diesel,Individual,Manual,Second,25.1,1498.0,98.6,5.0,Honda,City i DTEC VX
Chevrolet Tavera Neo LS B3 - 10 seats BSIII,2011,350000,120000,Diesel,Individual,Manual,Second,12.2,2499.0,80.0,10.0,Chevrolet,Tavera Neo LS B3 - 10 seats BSIII
Honda Civic ZX,2019,2000000,24857,Petrol,Dealer,Automatic,Test Drive,16.5,1799.0,139.46,5.0,Honda,Civic ZX
Hyundai EON 1.0 Era Plus,2017,270000,26442,Petrol,Individual,Manual,First,20.3,998.0,68.05,5.0,Hyundai,EON 1.0 Era Plus
Maruti Ertiga BSIV VXI,2017,700000,35000,Petrol,Individual,Manual,First,17.5,1373.0,91.1,7.0,Maruti,Ertiga BSIV VXI
Maruti Alto LXi,2010,130000,28000,Petrol,Individual,Manual,Second,19.7,796.0,46.3,5.0,Maruti,Alto LXi
Maruti Ertiga ZDI,2015,650000,80000,Diesel,Individual,Manual,First,20.77,1248.0,88.8,7.0,Maruti,Ertiga ZDI
Maruti Alto LX,2005,55000,39000,Petrol,Individual,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto LX
Maruti Wagon R AMT VXI Plus,2017,475000,20000,Petrol,Individual,Automatic,First,20.51,998.0,67.0,5.0,Maruti,Wagon R AMT VXI Plus
Nissan Sunny Diesel XL,2013,325000,50000,Diesel,Individual,Manual,First,21.64,1461.0,84.8,5.0,Nissan,Sunny Diesel XL
Honda Jazz 1.2 V AT i VTEC Privilege,2017,615000,40000,Petrol,Individual,Automatic,First,19.0,1199.0,88.7,5.0,Honda,Jazz 1.2 V AT i VTEC Privilege
Hyundai Grand i10 Sportz,2015,390000,15000,Petrol,Individual,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Sportz
Maruti Swift AMT ZXI Plus BSIV,2019,650000,15000,Petrol,Individual,Automatic,First,22.0,1197.0,81.8,5.0,Maruti,Swift AMT ZXI Plus BSIV
Maruti Swift VXI Optional,2015,440000,30000,Petrol,Individual,Manual,First,20.4,1197.0,81.8,5.0,Maruti,Swift VXI Optional
Honda City i DTEC V,2014,600000,70000,Diesel,Individual,Manual,First,26.0,1498.0,98.6,5.0,Honda,City i DTEC V
Chevrolet Spark 1.0 LT,2012,170000,80000,Petrol,Individual,Manual,First,16.2,995.0,62.1,5.0,Chevrolet,Spark 1.0 LT
Mahindra Bolero 2011-2019 DI - AC BS III,2013,499000,80000,Diesel,Individual,Manual,First,15.96,2523.0,63.0,9.0,Mahindra,Bolero 2011-2019 DI - AC BS III
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1300000,120000,Diesel,Individual,Manual,First,12.99,2494.0,100.6,7.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater
Hyundai Verna 1.6 CRDi S,2016,800000,80000,Diesel,Individual,Manual,First,23.9,1582.0,126.2,5.0,Hyundai,Verna 1.6 CRDi S
Maruti Swift VXI,2020,600000,5000,Petrol,Individual,Manual,First,21.21,1197.0,81.8,5.0,Maruti,Swift VXI
Honda Brio 1.2 E MT,2017,400000,50000,Petrol,Individual,Manual,First,18.5,1198.0,86.8,5.0,Honda,Brio 1.2 E MT
Maruti Swift Dzire VDI,2017,700000,65000,Diesel,Individual,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Maruti Baleno Alpha 1.3,2017,800000,35000,Diesel,Individual,Manual,First,27.39,1248.0,74.0,5.0,Maruti,Baleno Alpha 1.3
Honda Jazz 1.5 V i DTEC,2015,600000,90000,Diesel,Individual,Manual,First,27.3,1498.0,98.6,5.0,Honda,Jazz 1.5 V i DTEC
Maruti Swift VDI BSIV,2016,580000,100000,Diesel,Individual,Manual,First,25.2,1248.0,74.0,5.0,Maruti,Swift VDI BSIV
Renault KWID RXT,2016,350000,15000,Petrol,Individual,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID RXT
Ford Figo Diesel ZXI,2011,204999,147000,Diesel,Individual,Manual,First,20.0,1399.0,68.0,5.0,Ford,Figo Diesel ZXI
Mahindra XUV500 W10 2WD,2017,1350000,20000,Diesel,Individual,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500 W10 2WD
Hyundai i20 Asta 1.4 CRDi (Diesel),2009,310000,120000,Diesel,Individual,Manual,Second,23.0,1396.0,90.0,5.0,Hyundai,i20 Asta 1.4 CRDi (Diesel)
Toyota Innova 2.5 V Diesel 7-seater,2011,700000,250000,Diesel,Individual,Manual,Second,12.8,2494.0,102.0,7.0,Toyota,Innova 2.5 V Diesel 7-seater
Ford Figo 1.5D Titanium Opt MT,2016,459999,69000,Diesel,Individual,Manual,Second,25.83,1498.0,99.0,5.0,Ford,Figo 1.5D Titanium Opt MT
Maruti Ciaz ZDi Plus SHVS,2017,860000,80000,Diesel,Individual,Manual,First,28.09,1248.0,88.5,5.0,Maruti,Ciaz ZDi Plus SHVS
Hyundai i10 LPG,2012,275000,97000,LPG,Individual,Manual,Third,19.0,1086.0,68.1,5.0,Hyundai,i10 LPG
Renault KWID RXT Optional,2016,390000,15000,Petrol,Individual,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID RXT Optional
Maruti Alto LX BSIII,2005,110000,50800,Petrol,Dealer,Manual,Second,19.7,796.0,46.3,5.0,Maruti,Alto LX BSIII
BMW 6 Series GT 630d Luxury Line,2018,5830000,30000,Diesel,Individual,Automatic,First,17.09,2993.0,261.4,4.0,BMW,6 Series GT 630d Luxury Line
Hyundai Xcent 1.1 CRDi SX Option,2018,665000,40142,Diesel,Dealer,Manual,First,24.4,1120.0,71.0,5.0,Hyundai,Xcent 1.1 CRDi SX Option
Hyundai i20 1.2 Asta,2019,721000,9400,Petrol,Dealer,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 1.2 Asta
Mahindra KUV 100 D75 K6 Plus 5Str,2016,390000,62000,Diesel,Dealer,Manual,First,25.32,1198.0,77.0,5.0,Mahindra,KUV 100 D75 K6 Plus 5Str
Mahindra Thar CRDe,2019,975000,12584,Diesel,Dealer,Manual,First,16.55,2498.0,105.0,6.0,Mahindra,Thar CRDe
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,685000,4300,Petrol,Dealer,Manual,First,18.6,1197.0,81.86,5.0,Hyundai,Elite i20 Sportz Plus Dual Tone BSIV
Maruti Swift VXI,2019,595000,14548,Petrol,Dealer,Manual,First,21.21,1197.0,81.8,5.0,Maruti,Swift VXI
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,900000,44772,Diesel,Dealer,Manual,Second,23.0,1498.0,98.96,5.0,Ford,EcoSport 1.5 Diesel Titanium Plus BSIV
Maruti Ertiga ZDI Plus,2018,950000,48500,Diesel,Dealer,Manual,First,25.47,1248.0,88.5,7.0,Maruti,Ertiga ZDI Plus
Hyundai i20 2015-2017 Magna 1.2,2017,570000,28782,Petrol,Dealer,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 2015-2017 Magna 1.2
Hyundai i20 Asta 1.2,2018,700000,28451,Petrol,Dealer,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 Asta 1.2
Maruti Vitara Brezza ZDi,2018,910000,36500,Diesel,Dealer,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza ZDi
Maruti Swift Dzire VDI Optional,2018,751000,44885,Diesel,Dealer,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire VDI Optional
Tata Indica Vista Terra 1.4 TDI,2009,135000,110000,Diesel,Individual,Manual,Second,17.0,1405.0,71.0,5.0,Tata,Indica Vista Terra 1.4 TDI
Hyundai Creta 1.6 SX Diesel,2017,975000,41000,Diesel,Dealer,Manual,First,20.5,1582.0,126.2,5.0,Hyundai,Creta 1.6 SX Diesel
Maruti Ertiga SHVS VDI,2019,925000,50000,Diesel,Dealer,Manual,First,24.52,1248.0,88.5,7.0,Maruti,Ertiga SHVS VDI
Maruti Ertiga ZDI,2016,725000,66000,Diesel,Dealer,Manual,First,20.77,1248.0,88.8,7.0,Maruti,Ertiga ZDI
Maruti Ertiga VDI,2013,550000,65000,Diesel,Dealer,Manual,First,20.77,1248.0,88.76,7.0,Maruti,Ertiga VDI
Hyundai i20 Diesel Asta Option,2014,550000,76000,Diesel,Dealer,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20 Diesel Asta Option
Toyota Innova 2.5 V Diesel 7-seater,2013,750000,95000,Diesel,Dealer,Manual,First,12.8,2494.0,102.0,7.0,Toyota,Innova 2.5 V Diesel 7-seater
Honda City 1.5 V MT,2013,475000,55000,Petrol,Dealer,Manual,Second,17.0,1497.0,118.0,5.0,Honda,City 1.5 V MT
Datsun GO Plus T,2017,325000,65000,Petrol,Dealer,Manual,First,19.02,1198.0,67.05,7.0,Datsun,GO Plus T
Maruti Ertiga VDI,2017,725000,76000,Diesel,Dealer,Manual,First,25.47,1248.0,88.5,7.0,Maruti,Ertiga VDI
Maruti Ertiga VXI,2018,775000,47000,Petrol,Dealer,Manual,Second,16.02,1373.0,93.7,7.0,Maruti,Ertiga VXI
Maruti Swift Dzire VDI,2017,625000,70000,Diesel,Dealer,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Maruti Swift ZDi,2014,470000,89000,Diesel,Dealer,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift ZDi
Toyota Innova Crysta 2.4 VX MT,2017,1750000,98000,Diesel,Dealer,Manual,First,13.68,2393.0,147.51,7.0,Toyota,Innova Crysta 2.4 VX MT
Toyota Innova Crysta 2.4 VX MT,2016,1650000,90000,Diesel,Dealer,Manual,First,13.68,2393.0,147.51,7.0,Toyota,Innova Crysta 2.4 VX MT
Maruti Swift VDI,2013,380000,57000,Diesel,Individual,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift VDI
Maruti Swift Dzire VDI,2017,650000,70000,Diesel,Individual,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Hyundai EON Era Plus,2016,275000,49200,Petrol,Individual,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON Era Plus
Honda Civic 1.8 V MT,2009,220000,125000,Petrol,Individual,Manual,Second,13.5,1799.0,130.0,5.0,Honda,Civic 1.8 V MT
Hyundai i10 Era,2008,200000,60000,Petrol,Individual,Manual,Second,19.81,1086.0,68.05,5.0,Hyundai,i10 Era
Maruti Eeco 5 Seater AC BSIV,2015,315000,120000,Petrol,Individual,Manual,Second,15.37,1196.0,73.0,5.0,Maruti,Eeco 5 Seater AC BSIV
Maruti Alto LXI,2004,90000,110000,Petrol,Individual,Manual,Third,19.7,796.0,46.3,5.0,Maruti,Alto LXI
Maruti Wagon R LXI Minor,2007,120000,70000,Petrol,Individual,Manual,Second,18.9,1061.0,67.0,5.0,Maruti,Wagon R LXI Minor
Maruti Wagon R LXI,2006,90000,168000,Petrol,Individual,Manual,Second,18.9,998.0,67.1,5.0,Maruti,Wagon R LXI
Mahindra XUV500 W10 2WD,2018,1500000,30000,Diesel,Individual,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500 W10 2WD
Hyundai Grand i10 CRDi Sportz,2015,370000,60000,Diesel,Individual,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand i10 CRDi Sportz
